Ensembl Id	Gene Name	Description	Entrez	Genbank	UniGene
ENSG00000115267	IFIH1	interferon induced with helicase C domain 1 [Source:HGNC Symbol;Acc:18873]	64135	AAX93137	Hs.163173
ENSG00000115282	TTC31	tetratricopeptide repeat domain 31 [Source:HGNC Symbol;Acc:25759]	64427	BAG64213	Hs.738471
ENSG00000115414	FN1	fibronectin 1 [Source:HGNC Symbol;Acc:3778]	2335	ABR68537	Hs.660195
ENSG00000115415	STAT1	"signal transducer and activator of transcription 1, 91kDa [Source:HGNC Symbol;Acc:11362]"	6772	ADA59517	Hs.743244
ENSG00000115419	GLS	glutaminase [Source:HGNC Symbol;Acc:4331]	2744		Hs.624629
ENSG00000115461	IGFBP5	insulin-like growth factor binding protein 5 [Source:HGNC Symbol;Acc:5474]	3488		Hs.613148
ENSG00000115525	ST3GAL5	"ST3 beta-galactoside alpha-2,3-sialyltransferase 5 [Source:HGNC Symbol;Acc:10872]"	8869	EAW99480	Hs.736775
ENSG00000115590	IL1R2	"interleukin 1 receptor, type II [Source:HGNC Symbol;Acc:5994]"	7850		Hs.25333
ENSG00000115944	COX7A2L	cytochrome c oxidase subunit VIIa polypeptide 2 like [Source:HGNC Symbol;Acc:2289]	9167	AAY15087	Hs.736930
ENSG00000116030	SUMO1	small ubiquitin-like modifier 1 [Source:HGNC Symbol;Acc:12502]	7341		Hs.635713
ENSG00000116062	MSH6	mutS homolog 6 [Source:HGNC Symbol;Acc:7329]	2956	BAG57302	Hs.735719
ENSG00000116157	GPX7	glutathione peroxidase 7 [Source:HGNC Symbol;Acc:4559]	2882	AAN76501	Hs.43728
ENSG00000116176	TPSG1	tryptase gamma 1 [Source:HGNC Symbol;Acc:14134]	25823	AAF03695	Hs.592076
ENSG00000116218	NPHS2	"nephrosis 2, idiopathic, steroid-resistant (podocin) [Source:HGNC Symbol;Acc:13394]"	7827	CAB83272	Hs.412710
ENSG00000116237	ICMT	isoprenylcysteine carboxyl methyltransferase [Source:HGNC Symbol;Acc:5350]	23463		Hs.737317
ENSG00000116329	OPRD1	"opioid receptor, delta 1 [Source:HGNC Symbol;Acc:8153]"	4985	AAA18789	Hs.372
ENSG00000116514	RNF19B	ring finger protein 19B [Source:HGNC Symbol;Acc:26886]	127544	AAI43688	Hs.591504
ENSG00000116525	TRIM62	tripartite motif containing 62 [Source:HGNC Symbol;Acc:25574]	55223	BAG61956	Hs.656006
ENSG00000116663	FBXO6	F-box protein 6 [Source:HGNC Symbol;Acc:13585]	26270		Hs.464419
ENSG00000116741	RGS2	"regulator of G-protein signaling 2, 24kDa [Source:HGNC Symbol;Acc:9998]"	5997	AAH42755	
ENSG00000116833	NR5A2	"nuclear receptor subfamily 5, group A, member 2 [Source:HGNC Symbol;Acc:7984]"	2494		Hs.33446
ENSG00000116852	KIF21B	kinesin family member 21B [Source:HGNC Symbol;Acc:29442]	23046	BAA32294	
ENSG00000117036	ETV3	ets variant 3 [Source:HGNC Symbol;Acc:3492]	2117	AAK56846	
ENSG00000117114	LPHN2	latrophilin 2 [Source:HGNC Symbol;Acc:18582]	23266	CAA10458	Hs.649282
ENSG00000117154	IGSF21	"immunoglobin superfamily, member 21 [Source:HGNC Symbol;Acc:28246]"	84966		Hs.212511
ENSG00000117215	PLA2G2D	"phospholipase A2, group IID [Source:HGNC Symbol;Acc:9033]"	26279	AAD51390	Hs.189507
ENSG00000117226	GBP3	guanylate binding protein 3 [Source:HGNC Symbol;Acc:4184]	2635		Hs.720167
ENSG00000117228	GBP1	"guanylate binding protein 1, interferon-inducible [Source:HGNC Symbol;Acc:4182]"	2633	AAA35871	Hs.443527
ENSG00000117245	KIF17	kinesin family member 17 [Source:HGNC Symbol;Acc:19167]	57576	AAR33039	Hs.130411
ENSG00000117266	CDK18	cyclin-dependent kinase 18 [Source:HGNC Symbol;Acc:8751]	5129		Hs.445402
ENSG00000117289	TXNIP	thioredoxin interacting protein [Source:HGNC Symbol;Acc:16952]	10628	CAI22352	Hs.709057
ENSG00000117335	CD46	"CD46 molecule, complement regulatory protein [Source:HGNC Symbol;Acc:6953]"	4179		Hs.510402
ENSG00000117362	APH1A	APH1A gamma secretase subunit [Source:HGNC Symbol;Acc:29509]	51107	CAI22813	Hs.735911
ENSG00000117425	PTCH2	patched 2 [Source:HGNC Symbol;Acc:9586]	8643	AAC79847	Hs.591497
ENSG00000117602	RCAN3	RCAN family member 3 [Source:HGNC Symbol;Acc:3042]	11123		Hs.741880
ENSG00000117620	SLC35A3	"solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3 [Source:HGNC Symbol;Acc:11023]"	23443		Hs.617357
ENSG00000117650	NEK2	NIMA-related kinase 2 [Source:HGNC Symbol;Acc:7745]	4751	BAG64202	Hs.153704
ENSG00000117691	NENF	neudesin neurotrophic factor [Source:HGNC Symbol;Acc:30384]	29937	BAD72063	
ENSG00000117713	ARID1A	AT rich interactive domain 1A (SWI-like) [Source:HGNC Symbol;Acc:11110]	8289		Hs.468972
ENSG00000118322	ATP10B	"ATPase, class V, type 10B [Source:HGNC Symbol;Acc:13543]"	23120	AAI08323	Hs.109358
ENSG00000118473	SGIP1	SH3-domain GRB2-like (endophilin) interacting protein 1 [Source:HGNC Symbol;Acc:25412]	84251	BAH13177	Hs.616028
ENSG00000118849	RARRES1	retinoic acid receptor responder (tazarotene induced) 1 [Source:HGNC Symbol;Acc:9867]	5918	AAH29640	Hs.708627
ENSG00000118898	PPL	periplakin [Source:HGNC Symbol;Acc:9273]	5493		Hs.192233
ENSG00000118971	CCND2	cyclin D2 [Source:HGNC Symbol;Acc:1583]	894		Hs.706277
ENSG00000119139	TJP2	tight junction protein 2 [Source:HGNC Symbol;Acc:11828]	9414	AAA61300	Hs.50382
ENSG00000119392	GLE1	GLE1 RNA export mediator [Source:HGNC Symbol;Acc:4315]	2733	BAG50972	Hs.522418
ENSG00000119411	BSPRY	B-box and SPRY domain containing [Source:HGNC Symbol;Acc:18232]	54836	CAC09324	Hs.715252
ENSG00000119509	INVS	inversin [Source:HGNC Symbol;Acc:17870]	27130		Hs.742075
ENSG00000119669	IRF2BPL	interferon regulatory factor 2 binding protein-like [Source:HGNC Symbol;Acc:14282]	64207	CAC10539	Hs.743530
ENSG00000119707	RBM25	RNA binding motif protein 25 [Source:HGNC Symbol;Acc:23244]	58517		Hs.531106
ENSG00000119917	IFIT3	interferon-induced protein with tetratricopeptide repeats 3 [Source:HGNC Symbol;Acc:5411]	3437	BAG59639	Hs.744072
ENSG00000119922	IFIT2	interferon-induced protein with tetratricopeptide repeats 2 [Source:HGNC Symbol;Acc:5409]	3433	AAA59191	Hs.437609
ENSG00000119938	PPP1R3C	"protein phosphatase 1, regulatory subunit 3C [Source:HGNC Symbol;Acc:9293]"	5507	BAG61377	Hs.744999
ENSG00000119969	HELLS	"helicase, lymphoid-specific [Source:HGNC Symbol;Acc:4861]"	3070	BAD10844	Hs.721731
ENSG00000120029	C10orf76	chromosome 10 open reading frame 76 [Source:HGNC Symbol;Acc:25788]	79591		Hs.16004
ENSG00000120149	MSX2	msh homeobox 2 [Source:HGNC Symbol;Acc:7392]	4488		Hs.615209
ENSG00000120539	MASTL	microtubule associated serine/threonine kinase-like [Source:HGNC Symbol;Acc:19042]	84930	BAB55321	
ENSG00000120549	KIAA1217	KIAA1217 [Source:HGNC Symbol;Acc:25428]	56243	CAE45879	Hs.445885
ENSG00000120690	ELF1	E74-like factor 1 (ets domain transcription factor) [Source:HGNC Symbol;Acc:3316]	1997		Hs.135646
ENSG00000120738	EGR1	early growth response 1 [Source:HGNC Symbol;Acc:3238]	1958	CAB46678	Hs.326035
ENSG00000120802	TMPO	thymopoietin [Source:HGNC Symbol;Acc:11875]	7112		Hs.734432
ENSG00000120915	EPHX2	"epoxide hydrolase 2, cytoplasmic [Source:HGNC Symbol;Acc:3402]"	2053		Hs.212088
ENSG00000120992	LYPLA1	lysophospholipase I [Source:HGNC Symbol;Acc:6737]	10434		Hs.744046
ENSG00000121060	TRIM25	tripartite motif containing 25 [Source:HGNC Symbol;Acc:12932]	7706		Hs.707081
ENSG00000121207	LRAT	lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase) [Source:HGNC Symbol;Acc:6685]	9227	AAD13529	Hs.736130
ENSG00000121377	TAS2R7	"taste receptor, type 2, member 7 [Source:HGNC Symbol;Acc:14913]"	50837	BAD97942	Hs.533754
ENSG00000121691	CAT	catalase [Source:HGNC Symbol;Acc:1516]	847	AAH27300	Hs.502302
ENSG00000121764	HCRTR1	hypocretin (orexin) receptor 1 [Source:HGNC Symbol;Acc:4848]	3061		Hs.388226
ENSG00000121858	TNFSF10	"tumor necrosis factor (ligand) superfamily, member 10 [Source:HGNC Symbol;Acc:11925]"	8743		Hs.619712
ENSG00000121892	PDS5A	"PDS5, regulator of cohesion maintenance, homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:29088]"	23244		Hs.700053
ENSG00000122042	UBL3	ubiquitin-like 3 [Source:HGNC Symbol;Acc:12504]	5412	CAB45762	Hs.704214
ENSG00000122375	OPN4	opsin 4 [Source:HGNC Symbol;Acc:14449]	94233		Hs.283922
ENSG00000122512	PMS2	PMS2 postmeiotic segregation increased 2 (S. cerevisiae) [Source:HGNC Symbol;Acc:9122]	5395		Hs.632637
ENSG00000122643	NT5C3A	"5'-nucleotidase, cytosolic IIIA [Source:HGNC Symbol;Acc:17820]"	51251	AAG33630	Hs.487933
ENSG00000122729	ACO1	"aconitase 1, soluble [Source:HGNC Symbol;Acc:117]"	48	AAF99681	Hs.715195
ENSG00000122877	EGR2	early growth response 2 [Source:HGNC Symbol;Acc:3239]	1959	AAA52372	Hs.736842
ENSG00000123119	NECAB1	N-terminal EF-hand calcium binding protein 1 [Source:HGNC Symbol;Acc:20983]	64168	AAO34126	Hs.743640
ENSG00000123143	PKN1	protein kinase N1 [Source:HGNC Symbol;Acc:9405]	5585	BAA05169	Hs.466044
ENSG00000123240	OPTN	optineurin [Source:HGNC Symbol;Acc:17142]	10133		Hs.713120
ENSG00000123500	COL10A1	"collagen, type X, alpha 1 [Source:HGNC Symbol;Acc:2185]"	1300		Hs.703146
ENSG00000123562	MORF4L2	mortality factor 4 like 2 [Source:HGNC Symbol;Acc:16849]	9643		
ENSG00000123609	NMI	N-myc (and STAT) interactor [Source:HGNC Symbol;Acc:7854]	9111		Hs.54483
ENSG00000123685	BATF3	"basic leucine zipper transcription factor, ATF-like 3 [Source:HGNC Symbol;Acc:28915]"	55509	AAF73966	Hs.62919
ENSG00000123700	KCNJ2	"potassium inwardly-rectifying channel, subfamily J, member 2 [Source:HGNC Symbol;Acc:6263]"	3759	AAB50277	Hs.1547
ENSG00000124067	SLC12A4	"solute carrier family 12 (potassium/chloride transporter), member 4 [Source:HGNC Symbol;Acc:10913]"	6560		Hs.702218
ENSG00000124097	HMGB1P1	high mobility group box 1 pseudogene 1 [Source:HGNC Symbol;Acc:4993]			
ENSG00000124145	SDC4	syndecan 4 [Source:HGNC Symbol;Acc:10661]	6385	BAG64888	Hs.632267
ENSG00000124201	ZNFX1	"zinc finger, NFX1-type containing 1 [Source:HGNC Symbol;Acc:29271]"	57169	BAA92642	Hs.735918
ENSG00000124225	PMEPA1	"prostate transmembrane protein, androgen induced 1 [Source:HGNC Symbol;Acc:14107]"	56937		Hs.622471
ENSG00000124226	RNF114	ring finger protein 114 [Source:HGNC Symbol;Acc:13094]	55905	EAW75642	Hs.144949
ENSG00000124233	SEMG1	semenogelin I [Source:HGNC Symbol;Acc:10742]	6406	AAO20127	Hs.1968
ENSG00000124237	C20orf85	chromosome 20 open reading frame 85 [Source:HGNC Symbol;Acc:16216]	128602	CAC17564	Hs.43977
ENSG00000124249	KCNK15	"potassium channel, subfamily K, member 15 [Source:HGNC Symbol;Acc:13814]"	60598	AAG33127	Hs.528664
ENSG00000124334	IL9R	interleukin 9 receptor [Source:HGNC Symbol;Acc:6030]	3581	AAH51337	Hs.720843
ENSG00000124399	RP11-663P9.2				
ENSG00000124440	HIF3A	"hypoxia inducible factor 3, alpha subunit [Source:HGNC Symbol;Acc:15825]"	64344	EAW57408	Hs.646235
ENSG00000124466	LYPD3	LY6/PLAUR domain containing 3 [Source:HGNC Symbol;Acc:24880]	27076	BAG37310	
ENSG00000124702	KLHDC3	kelch domain containing 3 [Source:HGNC Symbol;Acc:20704]	116138		Hs.740012
ENSG00000124766	SOX4	SRY (sex determining region Y)-box 4 [Source:HGNC Symbol;Acc:11200]	6659	CAA50018	Hs.654258
ENSG00000124782	RREB1	ras responsive element binding protein 1 [Source:HGNC Symbol;Acc:10449]	6239		Hs.687210
ENSG00000124942	AHNAK	AHNAK nucleoprotein [Source:HGNC Symbol;Acc:347]	79026	AAH00926	Hs.703348
ENSG00000125084	WNT1	"wingless-type MMTV integration site family, member 1 [Source:HGNC Symbol;Acc:12774]"	7471	AAV38236	Hs.248164
ENSG00000125144	MT1G	metallothionein 1G [Source:HGNC Symbol;Acc:7399]	4495		
ENSG00000125148	MT2A	metallothionein 2A [Source:HGNC Symbol;Acc:7406]	4502		
ENSG00000125249	RAP2A	"RAP2A, member of RAS oncogene family [Source:HGNC Symbol;Acc:9861]"	5911		Hs.646603
ENSG00000125347	IRF1	interferon regulatory factor 1 [Source:HGNC Symbol;Acc:6116]	3659		Hs.672951
ENSG00000125388	GRK4	G protein-coupled receptor kinase 4 [Source:HGNC Symbol;Acc:4543]	2868	BAG57040	Hs.32959
ENSG00000125398	SOX9	SRY (sex determining region Y)-box 9 [Source:HGNC Symbol;Acc:11204]	6662	CAA86598	Hs.647409
ENSG00000125510	OPRL1	opiate receptor-like 1 [Source:HGNC Symbol;Acc:8155]	4987	CAA54386	Hs.2859
ENSG00000125648	SLC25A23	"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23 [Source:HGNC Symbol;Acc:19375]"	79085	CAF04059	Hs.732434
ENSG00000125686	MED1	mediator complex subunit 1 [Source:HGNC Symbol;Acc:9234]	5469		Hs.643754
ENSG00000125730	C3	complement component 3 [Source:HGNC Symbol;Acc:1318]	718		Hs.529053
ENSG00000125733	TRIP10	thyroid hormone receptor interactor 10 [Source:HGNC Symbol;Acc:12304]	9322	CAA04062	Hs.515094
ENSG00000125740	FOSB	FBJ murine osteosarcoma viral oncogene homolog B [Source:HGNC Symbol;Acc:3797]	2354	ABW34731	Hs.709124
ENSG00000125746	EML2	echinoderm microtubule associated protein like 2 [Source:HGNC Symbol;Acc:18035]	24139	AAD19904	Hs.24178
ENSG00000125826	RBCK1	RanBP-type and C3HC4-type zinc finger containing 1 [Source:HGNC Symbol;Acc:15864]	10616	EAX10674	Hs.732926
ENSG00000125835	SNRPB	small nuclear ribonucleoprotein polypeptides B and B1 [Source:HGNC Symbol;Acc:11153]	6628		
ENSG00000125844	RRBP1	ribosome binding protein 1 [Source:HGNC Symbol;Acc:10448]	6238		
ENSG00000125845	BMP2	bone morphogenetic protein 2 [Source:HGNC Symbol;Acc:1069]	650	ACV32585	Hs.73853
ENSG00000125878	TCF15	transcription factor 15 (basic helix-loop-helix) [Source:HGNC Symbol;Acc:11627]	6939	AAA19969	Hs.437
ENSG00000125903	DEFB129	"defensin, beta 129 [Source:HGNC Symbol;Acc:16218]"	140881	AAQ09522	Hs.112087
ENSG00000125966	MMP24	matrix metallopeptidase 24 (membrane-inserted) [Source:HGNC Symbol;Acc:7172]	10893	AAH47614	Hs.732566
ENSG00000125968	ID1	"inhibitor of DNA binding 1, dominant negative helix-loop-helix protein [Source:HGNC Symbol;Acc:5360]"	3397	CAA54920	Hs.614216
ENSG00000126246	IGFLR1	IGF-like family receptor 1 [Source:HGNC Symbol;Acc:23620]	79713		Hs.352548
ENSG00000126262	FFAR2	free fatty acid receptor 2 [Source:HGNC Symbol;Acc:4501]	2867	BAH86809	Hs.248056
ENSG00000126264	HCST	hematopoietic cell signal transducer [Source:HGNC Symbol;Acc:16977]	10870	AAD50293	
ENSG00000126351	THRA	"thyroid hormone receptor, alpha [Source:HGNC Symbol;Acc:11796]"	7067	AAH08851	
ENSG00000126581	BECN1	"beclin 1, autophagy related [Source:HGNC Symbol;Acc:1034]"	8678		
ENSG00000126709	IFI6	"interferon, alpha-inducible protein 6 [Source:HGNC Symbol;Acc:4054]"	2537	CAA26322	
ENSG00000126803	HSPA2	heat shock 70kDa protein 2 [Source:HGNC Symbol;Acc:5235]	3306	AAA52698	Hs.741667
ENSG00000126821	SGPP1	sphingosine-1-phosphate phosphatase 1 [Source:HGNC Symbol;Acc:17720]	81537	CAC17772	Hs.24678
ENSG00000127129	EDN2	endothelin 2 [Source:HGNC Symbol;Acc:3177]	1907	CAA38962	Hs.1407
ENSG00000127325	BEST3	bestrophin 3 [Source:HGNC Symbol;Acc:17105]	144453	AAM76997	Hs.280782
ENSG00000127418	FGFRL1	fibroblast growth factor receptor-like 1 [Source:HGNC Symbol;Acc:3693]	53834		Hs.628675
ENSG00000127528	KLF2	Kruppel-like factor 2 [Source:HGNC Symbol;Acc:6347]	10365		Hs.744182
ENSG00000127585	FBXL16	F-box and leucine-rich repeat protein 16 [Source:HGNC Symbol;Acc:14150]	146330	BAG52271	Hs.513244
ENSG00000127588	GNG13	"guanine nucleotide binding protein (G protein), gamma 13 [Source:HGNC Symbol;Acc:14131]"	51764	AAK40269	Hs.247888
ENSG00000127616	SMARCA4	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4 [Source:HGNC Symbol;Acc:11100]"	6597	AAG24790	Hs.741659
ENSG00000128016	ZFP36	ZFP36 ring finger protein [Source:HGNC Symbol;Acc:12862]	7538		Hs.534052
ENSG00000128059	PPAT	phosphoribosyl pyrophosphate amidotransferase [Source:HGNC Symbol;Acc:9238]	5471		Hs.717743
ENSG00000128242	GAL3ST1	galactose-3-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:24240]	9514		Hs.17958
ENSG00000128253	RFPL2	ret finger protein-like 2 [Source:HGNC Symbol;Acc:9979]	10739	CAA09045	Hs.157427
ENSG00000128262	POM121L9P	"POM121 transmembrane nucleoporin-like 9, pseudogene [Source:HGNC Symbol;Acc:30080]"	29774		Hs.328458
ENSG00000128268	MGAT3	"mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:7046]"	4248		Hs.276808
ENSG00000128284	APOL3	"apolipoprotein L, 3 [Source:HGNC Symbol;Acc:14868]"	80833		Hs.690817
ENSG00000128285	MCHR1	melanin-concentrating hormone receptor 1 [Source:HGNC Symbol;Acc:4479]	2847		Hs.248122
ENSG00000128335	APOL2	"apolipoprotein L, 2 [Source:HGNC Symbol;Acc:619]"	23780		Hs.474740
ENSG00000128394	APOBEC3F	"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3F [Source:HGNC Symbol;Acc:17356]"	200316	BAG57929	Hs.659809
ENSG00000128512	DOCK4	dedicator of cytokinesis 4 [Source:HGNC Symbol;Acc:19192]	9732		Hs.654652
ENSG00000128581	RABL5	"RAB, member RAS oncogene family-like 5 [Source:HGNC Symbol;Acc:21895]"	64792		Hs.623408
ENSG00000128617	OPN1SW	"opsin 1 (cone pigments), short-wave-sensitive [Source:HGNC Symbol;Acc:1012]"	611	ABH01259	Hs.656404
ENSG00000128802	GDF2	growth differentiation factor 2 [Source:HGNC Symbol;Acc:4217]	2658	AAD56960	Hs.279463
ENSG00000128872	TMOD2	tropomodulin 2 (neuronal) [Source:HGNC Symbol;Acc:11872]	29767		Hs.722897
ENSG00000128891	C15orf57	chromosome 15 open reading frame 57 [Source:HGNC Symbol;Acc:28295]	90416	EAW92427	Hs.655718
ENSG00000128918	ALDH1A2	"aldehyde dehydrogenase 1 family, member A2 [Source:HGNC Symbol;Acc:15472]"	8854		Hs.716113
ENSG00000128928	IVD	isovaleryl-CoA dehydrogenase [Source:HGNC Symbol;Acc:6186]	3712		Hs.513646
ENSG00000129009	ISLR	immunoglobulin superfamily containing leucine-rich repeat [Source:HGNC Symbol;Acc:6133]	3671		Hs.745166
ENSG00000129116	PALLD	"palladin, cytoskeletal associated protein [Source:HGNC Symbol;Acc:17068]"	23022	CAB43265	Hs.151220
ENSG00000129158	SERGEF	secretion regulating guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:17499]	26297	BAG57381	Hs.32470
ENSG00000129187	DCTD	dCMP deaminase [Source:HGNC Symbol;Acc:2710]	1635	AAA35755	Hs.736502
ENSG00000129226	CD68	CD68 molecule [Source:HGNC Symbol;Acc:1693]	968		Hs.647419
ENSG00000129250	KIF1C	kinesin family member 1C [Source:HGNC Symbol;Acc:6317]	10749		Hs.435120
ENSG00000129351	ILF3	"interleukin enhancer binding factor 3, 90kDa [Source:HGNC Symbol;Acc:6038]"	3609		Hs.706284
ENSG00000129354	AP1M2	"adaptor-related protein complex 1, mu 2 subunit [Source:HGNC Symbol;Acc:558]"	10053	AAD25870	Hs.18894
ENSG00000129657	SEC14L1	SEC14-like 1 (S. cerevisiae) [Source:HGNC Symbol;Acc:10698]	6397	CAX33889	Hs.540724
ENSG00000129680	MAP7D3	MAP7 domain containing 3 [Source:HGNC Symbol;Acc:25742]	79649		Hs.446275
ENSG00000129757	CDKN1C	"cyclin-dependent kinase inhibitor 1C (p57, Kip2) [Source:HGNC Symbol;Acc:1786]"	1028	AAA85095	Hs.727251
ENSG00000129932	DOHH	deoxyhypusine hydroxylase/monooxygenase [Source:HGNC Symbol;Acc:28662]	83475		Hs.515064
ENSG00000129933	MAU2	MAU2 sister chromatid cohesion factor [Source:HGNC Symbol;Acc:29140]	23383		Hs.744479
ENSG00000130032	PRRG3	proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane) [Source:HGNC Symbol;Acc:30798]	79057	BAC11069	Hs.209253
ENSG00000130119	GNL3L	guanine nucleotide binding protein-like 3 (nucleolar)-like [Source:HGNC Symbol;Acc:25553]	54552	BAA91712	Hs.654677
ENSG00000130147	SH3BP4	SH3-domain binding protein 4 [Source:HGNC Symbol;Acc:10826]	23677		Hs.639304
ENSG00000130164	LDLR	low density lipoprotein receptor [Source:HGNC Symbol;Acc:6547]	3949		Hs.738683
ENSG00000130175	PRKCSH	protein kinase C substrate 80K-H [Source:HGNC Symbol;Acc:9411]	5589		Hs.610830
ENSG00000130204	TOMM40	translocase of outer mitochondrial membrane 40 homolog (yeast) [Source:HGNC Symbol;Acc:18001]	10452	AAC82342	Hs.655909
ENSG00000130234	ACE2	angiotensin I converting enzyme 2 [Source:HGNC Symbol;Acc:13557]	59272	AAF99721	Hs.178098
ENSG00000130303	BST2	bone marrow stromal cell antigen 2 [Source:HGNC Symbol;Acc:1119]	684	BAA05679	
ENSG00000130309	COLGALT1	collagen beta(1-O)galactosyltransferase 1 [Source:HGNC Symbol;Acc:26182]	79709		Hs.625887
ENSG00000130433	CACNG6	"calcium channel, voltage-dependent, gamma subunit 6 [Source:HGNC Symbol;Acc:13625]"	59285	EAW72172	Hs.631560
ENSG00000130520	LSM4	"LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae) [Source:HGNC Symbol;Acc:17259]"	25804		Hs.515255
ENSG00000130522	JUND	jun D proto-oncogene [Source:HGNC Symbol;Acc:6206]	3727	CAA40010	Hs.713889
ENSG00000130559	CAMSAP1	calmodulin regulated spectrin-associated protein 1 [Source:HGNC Symbol;Acc:19946]	157922	CAD58627	Hs.726283
ENSG00000130589	HELZ2	"helicase with zinc finger 2, transcriptional coactivator [Source:HGNC Symbol;Acc:30021]"	85441	BAE46996	Hs.622994
ENSG00000130649	CYP2E1	"cytochrome P450, family 2, subfamily E, polypeptide 1 [Source:HGNC Symbol;Acc:2631]"	1571	CAH69381	Hs.705473
ENSG00000130755	GMFG	"glia maturation factor, gamma [Source:HGNC Symbol;Acc:4374]"	9535	AAH93799	Hs.619184
ENSG00000130762	ARHGEF16	Rho guanine nucleotide exchange factor (GEF) 16 [Source:HGNC Symbol;Acc:15515]	27237	BAG58889	Hs.87435
ENSG00000130775	THEMIS2	thymocyte selection associated family member 2 [Source:HGNC Symbol;Acc:16839]	9473		Hs.10649
ENSG00000130787	HIP1R	huntingtin interacting protein 1 related [Source:HGNC Symbol;Acc:18415]	9026		Hs.714965
ENSG00000130813	C19orf66	chromosome 19 open reading frame 66 [Source:HGNC Symbol;Acc:25649]	55337		Hs.655613
ENSG00000131016	AKAP12	A kinase (PRKA) anchor protein 12 [Source:HGNC Symbol;Acc:370]	9590	AAC51366	Hs.711689
ENSG00000131018	SYNE1	"spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]"	23345	AAH39121	Hs.738925
ENSG00000131037	EPS8L1	EPS8-like 1 [Source:HGNC Symbol;Acc:21295]	54869		Hs.438862
ENSG00000131080	EDA2R	ectodysplasin A2 receptor [Source:HGNC Symbol;Acc:17756]	60401		Hs.302017
ENSG00000131097	HIGD1B	"HIG1 hypoxia inducible domain family, member 1B [Source:HGNC Symbol;Acc:24318]"	51751		Hs.287963
ENSG00000131203	IDO1	"indoleamine 2,3-dioxygenase 1 [Source:HGNC Symbol;Acc:6059]"	3620	AAA36081	Hs.738619
ENSG00000131236	CAP1	"CAP, adenylate cyclase-associated protein 1 (yeast) [Source:HGNC Symbol;Acc:20040]"	10487		Hs.713078
ENSG00000131238	PPT1	palmitoyl-protein thioesterase 1 [Source:HGNC Symbol;Acc:9325]	5538		Hs.3873
ENSG00000131389	SLC6A6	"solute carrier family 6 (neurotransmitter transporter), member 6 [Source:HGNC Symbol;Acc:11052]"	6533		Hs.624217
ENSG00000131507	NDFIP1	Nedd4 family interacting protein 1 [Source:HGNC Symbol;Acc:17592]	80762	AAP13460	Hs.653510
ENSG00000131626	PPFIA1	"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1 [Source:HGNC Symbol;Acc:9245]"	8500		Hs.530749
ENSG00000131653	TRAF7	"TNF receptor-associated factor 7, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:20456]"	84231		Hs.713632
ENSG00000131697	NPHP4	nephronophthisis 4 [Source:HGNC Symbol;Acc:19104]	261734		Hs.739983
ENSG00000131759	RARA	"retinoic acid receptor, alpha [Source:HGNC Symbol;Acc:9864]"	5914	ADZ17338	Hs.654583
ENSG00000132026	RTBDN	retbindin [Source:HGNC Symbol;Acc:30310]	83546	BAC04217	Hs.21162
ENSG00000132109	TRIM21	tripartite motif containing 21 [Source:HGNC Symbol;Acc:11312]	6737	AAA36651	Hs.713429
ENSG00000132182	NUP210	nucleoporin 210kDa [Source:HGNC Symbol;Acc:30052]	23225	AAH67089	Hs.475525
ENSG00000132256	TRIM5	tripartite motif containing 5 [Source:HGNC Symbol;Acc:16276]	85363	AAH20770	
ENSG00000132274	TRIM22	tripartite motif containing 22 [Source:HGNC Symbol;Acc:16379]	10346		Hs.660856
ENSG00000132471	WBP2	WW domain binding protein 2 [Source:HGNC Symbol;Acc:12738]	23558	BAG57423	Hs.619535
ENSG00000132530	XAF1	XIAP associated factor 1 [Source:HGNC Symbol;Acc:30932]	54739	CAA68030	
ENSG00000132535	DLG4	"discs, large homolog 4 (Drosophila) [Source:HGNC Symbol;Acc:2903]"	1742	AAB84250	Hs.735824
ENSG00000132549	VPS13B	vacuolar protein sorting 13 homolog B (yeast) [Source:HGNC Symbol;Acc:2183]	157680		Hs.685609
ENSG00000132681	ATP1A4	"ATPase, Na+/K+ transporting, alpha 4 polypeptide [Source:HGNC Symbol;Acc:14073]"	480		Hs.662219
ENSG00000132704	FCRL2	Fc receptor-like 2 [Source:HGNC Symbol;Acc:14875]	79368	BAG62711	Hs.437393
